@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
267,211,1,91,266,0.254902,0.995283,0.698675,0.995283,0.301325,0.821012,0.530756,1.875219,0.013408
268,211,1,90,267,0.252101,0.995283,0.700997,0.995283,0.299003,0.822612,0.528998,1.881449,0.013422
269,211,1,89,268,0.2493,0.995283,0.703333,0.995283,0.296667,0.824219,0.527241,1.88772,0.013458
270,211,1,88,269,0.246499,0.995283,0.705686,0.995283,0.294314,0.825832,0.525483,1.894034,0.013505
271,211,1,87,270,0.243697,0.995283,0.708054,0.995283,0.291946,0.827451,0.523726,1.900389,0.013843
272,211,1,86,271,0.240896,0.995283,0.710438,0.995283,0.289562,0.829077,0.521968,1.906788,0.014614
273,211,1,85,272,0.238095,0.995283,0.712838,0.995283,0.287162,0.830709,0.520211,1.91323,0.015155
274,211,1,84,273,0.235294,0.995283,0.715254,0.995283,0.284746,0.832347,0.518453,1.919715,0.015205
275,211,1,83,274,0.232493,0.995283,0.717687,0.995283,0.282313,0.833992,0.516696,1.926245,0.01523
276,211,1,82,275,0.229692,0.995283,0.720137,0.995283,0.279863,0.835644,0.514938,1.932819,0.01586
277,211,1,81,276,0.226891,0.995283,0.722603,0.995283,0.277397,0.837302,0.513181,1.939438,0.015876
278,211,1,80,277,0.22409,0.995283,0.725086,0.995283,0.274914,0.838966,0.511424,1.946103,0.016183
279,211,1,79,278,0.221289,0.995283,0.727586,0.995283,0.272414,0.840637,0.509666,1.952814,0.016435
280,211,1,78,279,0.218487,0.995283,0.730104,0.995283,0.269896,0.842315,0.507909,1.959571,0.016466
281,211,1,77,280,0.215686,0.995283,0.732639,0.995283,0.267361,0.844,0.506151,1.966375,0.017125
282,211,1,76,281,0.212885,0.995283,0.735192,0.995283,0.264808,0.845691,0.504394,1.973227,0.017758
283,211,1,75,282,0.210084,0.995283,0.737762,0.995283,0.262238,0.84739,0.502636,1.980126,0.017958
284,211,1,74,283,0.207283,0.995283,0.740351,0.995283,0.259649,0.849095,0.500879,1.987074,0.018016
285,211,1,73,284,0.204482,0.995283,0.742958,0.995283,0.257042,0.850806,0.499121,1.994071,0.02041
286,211,1,72,285,0.201681,0.995283,0.745583,0.995283,0.254417,0.852525,0.497364,2.001117,0.021219
287,211,1,71,286,0.19888,0.995283,0.748227,0.995283,0.251773,0.854251,0.495606,2.008213,0.021417
288,211,1,70,287,0.196078,0.995283,0.75089,0.995283,0.24911,0.855984,0.493849,2.01536,0.021975
289,211,1,69,288,0.193277,0.995283,0.753571,0.995283,0.246429,0.857724,0.492091,2.022557,0.022521
290,211,1,68,289,0.190476,0.995283,0.756272,0.995283,0.243728,0.85947,0.490334,2.029807,0.022927
291,211,1,67,290,0.187675,0.995283,0.758993,0.995283,0.241007,0.861224,0.488576,2.037108,0.023766
292,211,1,66,291,0.184874,0.995283,0.761733,0.995283,0.238267,0.862986,0.486819,2.044462,0.02523
293,211,1,65,292,0.182073,0.995283,0.764493,0.995283,0.235507,0.864754,0.485062,2.05187,0.026391
294,211,1,64,293,0.179272,0.995283,0.767273,0.995283,0.232727,0.86653,0.483304,2.059331,0.027539
295,211,1,63,294,0.176471,0.995283,0.770073,0.995283,0.229927,0.868313,0.481547,2.066847,0.02873
296,211,1,62,295,0.173669,0.995283,0.772894,0.995283,0.227106,0.870103,0.479789,2.074418,0.030722
297,211,1,61,296,0.170868,0.995283,0.775735,0.995283,0.224265,0.871901,0.478032,2.082044,0.031301
298,211,1,60,297,0.168067,0.995283,0.778598,0.995283,0.221402,0.873706,0.476274,2.089727,0.031346
299,211,1,59,298,0.165266,0.995283,0.781481,0.995283,0.218519,0.875519,0.474517,2.097467,0.033006
300,211,1,58,299,0.162465,0.995283,0.784387,0.995283,0.215613,0.877339,0.472759,2.105264,0.034736
301,211,1,57,300,0.159664,0.995283,0.787313,0.995283,0.212687,0.879167,0.471002,2.11312,0.037271
302,211,1,56,301,0.156863,0.995283,0.790262,0.995283,0.209738,0.881002,0.469244,2.121034,0.040854
303,211,1,55,302,0.154062,0.995283,0.793233,0.995283,0.206767,0.882845,0.467487,2.129008,0.041722
304,211,1,54,303,0.151261,0.995283,0.796226,0.995283,0.203774,0.884696,0.465729,2.137042,0.043857
305,210,2,54,303,0.151261,0.990566,0.795455,0.990566,0.204545,0.882353,0.463972,2.13497,0.044026
306,210,2,53,304,0.148459,0.990566,0.798479,0.990566,0.201521,0.884211,0.462214,2.143088,0.04431
307,210,2,52,305,0.145658,0.990566,0.801527,0.990566,0.198473,0.886076,0.460457,2.151267,0.044859
308,210,2,51,306,0.142857,0.990566,0.804598,0.990566,0.195402,0.887949,0.458699,2.15951,0.045163
309,210,2,50,307,0.140056,0.990566,0.807692,0.990566,0.192308,0.889831,0.456942,2.167816,0.04608
310,210,2,49,308,0.137255,0.990566,0.810811,0.990566,0.189189,0.89172,0.455185,2.176186,0.046932
311,210,2,48,309,0.134454,0.990566,0.813953,0.990566,0.186047,0.893617,0.453427,2.18462,0.048087
312,209,3,48,309,0.134454,0.985849,0.81323,0.985849,0.18677,0.891258,0.45167,2.182677,0.050588
313,209,3,47,310,0.131653,0.985849,0.816406,0.985849,0.183594,0.893162,0.449912,2.191204,0.05406
314,209,3,46,311,0.128852,0.985849,0.819608,0.985849,0.180392,0.895075,0.448155,2.199797,0.0541
315,209,3,45,312,0.12605,0.985849,0.822835,0.985849,0.177165,0.896996,0.446397,2.208457,0.054226
316,209,3,44,313,0.123249,0.985849,0.826087,0.985849,0.173913,0.898925,0.44464,2.217186,0.05444
317,209,3,43,314,0.120448,0.985849,0.829365,0.985849,0.170635,0.900862,0.442882,2.225985,0.056495
318,209,3,42,315,0.117647,0.985849,0.832669,0.985849,0.167331,0.902808,0.441125,2.234853,0.061734
319,209,3,41,316,0.114846,0.985849,0.836,0.985849,0.164,0.904762,0.439367,2.243792,0.062603
320,209,3,40,317,0.112045,0.985849,0.839357,0.985849,0.160643,0.906725,0.43761,2.252804,0.065062
321,209,3,39,318,0.109244,0.985849,0.842742,0.985849,0.157258,0.908696,0.435852,2.261888,0.072629
322,209,3,38,319,0.106443,0.985849,0.846154,0.985849,0.153846,0.910675,0.434095,2.271045,0.073221
323,209,3,37,320,0.103641,0.985849,0.849593,0.985849,0.150407,0.912664,0.432337,2.280277,0.076861
324,209,3,36,321,0.10084,0.985849,0.853061,0.985849,0.146939,0.914661,0.43058,2.289584,0.079337
325,209,3,35,322,0.098039,0.985849,0.856557,0.985849,0.143443,0.916667,0.428822,2.298968,0.084055
326,209,3,34,323,0.095238,0.985849,0.860082,0.985849,0.139918,0.918681,0.427065,2.308428,0.08457
327,209,3,33,324,0.092437,0.985849,0.863636,0.985849,0.136364,0.920705,0.425308,2.317967,0.085624
328,209,3,32,325,0.089636,0.985849,0.86722,0.985849,0.13278,0.922737,0.42355,2.327586,0.086397
329,209,3,31,326,0.086835,0.985849,0.870833,0.985849,0.129167,0.924779,0.421793,2.337284,0.086938
330,209,3,30,327,0.084034,0.985849,0.874477,0.985849,0.125523,0.926829,0.420035,2.347063,0.091791
331,208,4,30,327,0.084034,0.981132,0.87395,0.981132,0.12605,0.924444,0.418278,2.345648,0.093922
332,208,4,29,328,0.081232,0.981132,0.877637,0.981132,0.122363,0.926503,0.41652,2.355545,0.09792
333,208,4,28,329,0.078431,0.981132,0.881356,0.981132,0.118644,0.928571,0.414763,2.365526,0.117994
334,208,4,27,330,0.07563,0.981132,0.885106,0.981132,0.114894,0.930649,0.413005,2.375592,0.121682
335,208,4,26,331,0.072829,0.981132,0.888889,0.981132,0.111111,0.932735,0.411248,2.385744,0.123442
336,208,4,25,332,0.070028,0.981132,0.892704,0.981132,0.107296,0.934831,0.40949,2.395983,0.124809
337,208,4,24,333,0.067227,0.981132,0.896552,0.981132,0.103448,0.936937,0.407733,2.406311,0.126103
338,208,4,23,334,0.064426,0.981132,0.900433,0.981132,0.099567,0.939052,0.405975,2.416728,0.142063
339,207,5,23,334,0.064426,0.976415,0.9,0.976415,0.1,0.936652,0.404218,2.415566,0.147209
340,207,5,22,335,0.061625,0.976415,0.90393,0.976415,0.09607,0.938776,0.40246,2.426114,0.165549
341,207,5,21,336,0.058824,0.976415,0.907895,0.976415,0.092105,0.940909,0.400703,2.436755,0.189675
342,207,5,20,337,0.056022,0.976415,0.911894,0.976415,0.088106,0.943052,0.398946,2.44749,0.199162
343,207,5,19,338,0.053221,0.976415,0.915929,0.976415,0.084071,0.945205,0.397188,2.458319,0.213097
344,207,5,18,339,0.05042,0.976415,0.92,0.976415,0.08,0.947368,0.395431,2.469245,0.231241
345,207,5,17,340,0.047619,0.976415,0.924107,0.976415,0.075893,0.949541,0.393673,2.480269,0.235602
346,207,5,16,341,0.044818,0.976415,0.928251,0.976415,0.071749,0.951724,0.391916,2.491391,0.238605
347,206,6,16,341,0.044818,0.971698,0.927928,0.971698,0.072072,0.949309,0.390158,2.490524,0.240316
348,206,6,15,342,0.042017,0.971698,0.932127,0.971698,0.067873,0.951501,0.388401,2.501793,0.241971
349,206,6,14,343,0.039216,0.971698,0.936364,0.971698,0.063636,0.953704,0.386643,2.513165,0.305375
350,205,7,14,343,0.039216,0.966981,0.936073,0.966981,0.063927,0.951276,0.384886,2.512385,0.313575
351,205,7,13,344,0.036415,0.966981,0.940367,0.966981,0.059633,0.953488,0.383128,2.523909,0.336498
352,205,7,12,345,0.033613,0.966981,0.9447,0.966981,0.0553,0.955711,0.381371,2.53554,0.343709
353,205,7,11,346,0.030812,0.966981,0.949074,0.966981,0.050926,0.957944,0.379613,2.547279,0.346239
354,205,7,10,347,0.028011,0.966981,0.953488,0.966981,0.046512,0.960187,0.377856,2.559127,0.351993
355,205,7,9,348,0.02521,0.966981,0.957944,0.966981,0.042056,0.962441,0.376098,2.571085,0.364519
356,205,7,8,349,0.022409,0.966981,0.962441,0.966981,0.037559,0.964706,0.374341,2.583156,0.372611
357,205,7,7,350,0.019608,0.966981,0.966981,0.966981,0.033019,0.966981,0.372583,2.595341,0.381025
358,204,8,7,350,0.019608,0.962264,0.966825,0.962264,0.033175,0.964539,0.370826,2.594921,0.384477
359,204,8,6,351,0.016807,0.962264,0.971429,0.962264,0.028571,0.966825,0.369069,2.607278,0.405204
360,204,8,5,352,0.014006,0.962264,0.976077,0.962264,0.023923,0.969121,0.367311,2.619753,0.443753
361,203,9,5,352,0.014006,0.957547,0.975962,0.957547,0.024038,0.966667,0.365554,2.619444,0.490118
362,202,10,5,352,0.014006,0.95283,0.975845,0.95283,0.024155,0.9642,0.363796,2.619132,0.497816
363,201,11,5,352,0.014006,0.948113,0.975728,0.948113,0.024272,0.961722,0.362039,2.618818,0.501862
364,201,11,4,353,0.011204,0.948113,0.980488,0.948113,0.019512,0.964029,0.360281,2.631592,0.522792
365,201,11,3,354,0.008403,0.948113,0.985294,0.948113,0.014706,0.966346,0.358524,2.644492,0.536493
366,201,11,2,355,0.005602,0.948113,0.990148,0.948113,0.009852,0.968675,0.356766,2.657519,0.564037
367,200,12,2,355,0.005602,0.943396,0.990099,0.943396,0.009901,0.966184,0.355009,2.657388,0.566406
368,200,12,1,356,0.002801,0.943396,0.995025,0.943396,0.004975,0.968523,0.353251,2.670609,0.57228
369,199,13,1,356,0.002801,0.938679,0.995,0.938679,0.005,0.966019,0.351494,2.670542,0.591065
370,198,14,1,356,0.002801,0.933962,0.994975,0.933962,0.005025,0.963504,0.349736,2.670475,0.599602
371,198,14,0,357,0,0.933962,1,0.933962,0,0.965854,0.347979,2.683962,0.615422
372,197,15,0,357,0,0.929245,1,0.929245,0,0.963325,0.346221,2.683962,0.629022
373,196,16,0,357,0,0.924528,1,0.924528,0,0.960784,0.344464,2.683962,0.657717
374,195,17,0,357,0,0.919811,1,0.919811,0,0.958231,0.342707,2.683962,0.694774
375,194,18,0,357,0,0.915094,1,0.915094,0,0.955665,0.340949,2.683962,0.716822
376,193,19,0,357,0,0.910377,1,0.910377,0,0.953086,0.339192,2.683962,0.751033
377,192,20,0,357,0,0.90566,1,0.90566,0,0.950495,0.337434,2.683962,0.769609
378,191,21,0,357,0,0.900943,1,0.900943,0,0.947891,0.335677,2.683962,0.798583
379,190,22,0,357,0,0.896226,1,0.896226,0,0.945274,0.333919,2.683962,0.805086
380,189,23,0,357,0,0.891509,1,0.891509,0,0.942643,0.332162,2.683962,0.817286
381,188,24,0,357,0,0.886792,1,0.886792,0,0.94,0.330404,2.683962,0.887356
382,187,25,0,357,0,0.882075,1,0.882075,0,0.937343,0.328647,2.683962,0.912234
383,186,26,0,357,0,0.877358,1,0.877358,0,0.934673,0.326889,2.683962,0.924811
384,185,27,0,357,0,0.872642,1,0.872642,0,0.93199,0.325132,2.683962,0.926963
385,184,28,0,357,0,0.867925,1,0.867925,0,0.929293,0.323374,2.683962,0.940871
386,183,29,0,357,0,0.863208,1,0.863208,0,0.926582,0.321617,2.683962,0.94542
387,182,30,0,357,0,0.858491,1,0.858491,0,0.923858,0.319859,2.683962,0.947176
388,181,31,0,357,0,0.853774,1,0.853774,0,0.92112,0.318102,2.683962,0.955295
389,180,32,0,357,0,0.849057,1,0.849057,0,0.918367,0.316344,2.683962,0.955558
390,179,33,0,357,0,0.84434,1,0.84434,0,0.915601,0.314587,2.683962,0.965622
391,178,34,0,357,0,0.839623,1,0.839623,0,0.912821,0.31283,2.683962,0.967893
392,177,35,0,357,0,0.834906,1,0.834906,0,0.910026,0.311072,2.683962,0.971624
393,176,36,0,357,0,0.830189,1,0.830189,0,0.907216,0.309315,2.683962,0.973551
394,175,37,0,357,0,0.825472,1,0.825472,0,0.904393,0.307557,2.683962,0.975003
395,174,38,0,357,0,0.820755,1,0.820755,0,0.901554,0.3058,2.683962,0.97949
396,173,39,0,357,0,0.816038,1,0.816038,0,0.898701,0.304042,2.683962,0.980877
397,172,40,0,357,0,0.811321,1,0.811321,0,0.895833,0.302285,2.683962,0.982268
398,171,41,0,357,0,0.806604,1,0.806604,0,0.89295,0.300527,2.683962,0.984634
399,170,42,0,357,0,0.801887,1,0.801887,0,0.890052,0.29877,2.683962,0.984709
400,169,43,0,357,0,0.79717,1,0.79717,0,0.887139,0.297012,2.683962,0.985826
401,168,44,0,357,0,0.792453,1,0.792453,0,0.884211,0.295255,2.683962,0.98608
402,167,45,0,357,0,0.787736,1,0.787736,0,0.881266,0.293497,2.683962,0.986299
403,166,46,0,357,0,0.783019,1,0.783019,0,0.878307,0.29174,2.683962,0.988216
404,165,47,0,357,0,0.778302,1,0.778302,0,0.875332,0.289982,2.683962,0.988273
405,164,48,0,357,0,0.773585,1,0.773585,0,0.87234,0.288225,2.683962,0.988597
406,163,49,0,357,0,0.768868,1,0.768868,0,0.869333,0.286467,2.683962,0.989931
407,162,50,0,357,0,0.764151,1,0.764151,0,0.86631,0.28471,2.683962,0.989962
408,161,51,0,357,0,0.759434,1,0.759434,0,0.863271,0.282953,2.683962,0.990797
409,160,52,0,357,0,0.754717,1,0.754717,0,0.860215,0.281195,2.683962,0.993184
410,159,53,0,357,0,0.75,1,0.75,0,0.857143,0.279438,2.683962,0.994416
411,158,54,0,357,0,0.745283,1,0.745283,0,0.854054,0.27768,2.683962,0.994888
412,157,55,0,357,0,0.740566,1,0.740566,0,0.850949,0.275923,2.683962,0.995234
413,156,56,0,357,0,0.735849,1,0.735849,0,0.847826,0.274165,2.683962,0.995884
414,155,57,0,357,0,0.731132,1,0.731132,0,0.844687,0.272408,2.683962,0.995952
415,154,58,0,357,0,0.726415,1,0.726415,0,0.84153,0.27065,2.683962,0.996015
416,153,59,0,357,0,0.721698,1,0.721698,0,0.838356,0.268893,2.683962,0.996338
417,152,60,0,357,0,0.716981,1,0.716981,0,0.835165,0.267135,2.683962,0.996371
418,151,61,0,357,0,0.712264,1,0.712264,0,0.831956,0.265378,2.683962,0.996628
419,150,62,0,357,0,0.707547,1,0.707547,0,0.828729,0.26362,2.683962,0.996957
420,149,63,0,357,0,0.70283,1,0.70283,0,0.825485,0.261863,2.683962,0.996989
421,148,64,0,357,0,0.698113,1,0.698113,0,0.822222,0.260105,2.683962,0.997345
422,147,65,0,357,0,0.693396,1,0.693396,0,0.818942,0.258348,2.683962,0.997616
423,146,66,0,357,0,0.688679,1,0.688679,0,0.815642,0.256591,2.683962,0.997934
424,145,67,0,357,0,0.683962,1,0.683962,0,0.812325,0.254833,2.683962,0.99875
425,144,68,0,357,0,0.679245,1,0.679245,0,0.808989,0.253076,2.683962,0.998782
426,143,69,0,357,0,0.674528,1,0.674528,0,0.805634,0.251318,2.683962,0.998922
427,142,70,0,357,0,0.669811,1,0.669811,0,0.80226,0.249561,2.683962,0.999021
428,141,71,0,357,0,0.665094,1,0.665094,0,0.798867,0.247803,2.683962,0.999049
429,140,72,0,357,0,0.660377,1,0.660377,0,0.795455,0.246046,2.683962,0.999152
430,139,73,0,357,0,0.65566,1,0.65566,0,0.792023,0.244288,2.683962,0.999171
431,138,74,0,357,0,0.650943,1,0.650943,0,0.788571,0.242531,2.683962,0.999383
432,137,75,0,357,0,0.646226,1,0.646226,0,0.7851,0.240773,2.683962,0.999399
433,136,76,0,357,0,0.641509,1,0.641509,0,0.781609,0.239016,2.683962,0.999476
434,135,77,0,357,0,0.636792,1,0.636792,0,0.778098,0.237258,2.683962,0.99949
435,134,78,0,357,0,0.632075,1,0.632075,0,0.774566,0.235501,2.683962,0.99953
436,133,79,0,357,0,0.627358,1,0.627358,0,0.771014,0.233743,2.683962,0.999532
437,132,80,0,357,0,0.622642,1,0.622642,0,0.767442,0.231986,2.683962,0.999535
438,131,81,0,357,0,0.617925,1,0.617925,0,0.763848,0.230228,2.683962,0.999562
439,130,82,0,357,0,0.613208,1,0.613208,0,0.760234,0.228471,2.683962,0.999569
440,129,83,0,357,0,0.608491,1,0.608491,0,0.756598,0.226714,2.683962,0.999728
441,128,84,0,357,0,0.603774,1,0.603774,0,0.752941,0.224956,2.683962,0.999738
442,127,85,0,357,0,0.599057,1,0.599057,0,0.749263,0.223199,2.683962,0.99974
443,126,86,0,357,0,0.59434,1,0.59434,0,0.745562,0.221441,2.683962,0.999774
444,125,87,0,357,0,0.589623,1,0.589623,0,0.74184,0.219684,2.683962,0.999775
445,124,88,0,357,0,0.584906,1,0.584906,0,0.738095,0.217926,2.683962,0.999779
446,123,89,0,357,0,0.580189,1,0.580189,0,0.734328,0.216169,2.683962,0.999783
447,122,90,0,357,0,0.575472,1,0.575472,0,0.730539,0.214411,2.683962,0.999787
448,121,91,0,357,0,0.570755,1,0.570755,0,0.726727,0.212654,2.683962,0.99979
449,120,92,0,357,0,0.566038,1,0.566038,0,0.722892,0.210896,2.683962,0.999806
450,119,93,0,357,0,0.561321,1,0.561321,0,0.719033,0.209139,2.683962,0.999816
451,118,94,0,357,0,0.556604,1,0.556604,0,0.715152,0.207381,2.683962,0.999851
452,117,95,0,357,0,0.551887,1,0.551887,0,0.711246,0.205624,2.683962,0.999877
453,116,96,0,357,0,0.54717,1,0.54717,0,0.707317,0.203866,2.683962,0.999887
454,115,97,0,357,0,0.542453,1,0.542453,0,0.703364,0.202109,2.683962,0.999901
455,114,98,0,357,0,0.537736,1,0.537736,0,0.699387,0.200351,2.683962,0.999914
456,113,99,0,357,0,0.533019,1,0.533019,0,0.695385,0.198594,2.683962,0.99994
457,112,100,0,357,0,0.528302,1,0.528302,0,0.691358,0.196837,2.683962,0.999948
458,111,101,0,357,0,0.523585,1,0.523585,0,0.687307,0.195079,2.683962,0.999956
459,110,102,0,357,0,0.518868,1,0.518868,0,0.68323,0.193322,2.683962,0.999966
460,109,103,0,357,0,0.514151,1,0.514151,0,0.679128,0.191564,2.683962,0.999967
461,108,104,0,357,0,0.509434,1,0.509434,0,0.675,0.189807,2.683962,0.999969
462,107,105,0,357,0,0.504717,1,0.504717,0,0.670846,0.188049,2.683962,0.999969
463,106,106,0,357,0,0.5,1,0.5,0,0.666667,0.186292,2.683962,0.999976
464,105,107,0,357,0,0.495283,1,0.495283,0,0.662461,0.184534,2.683962,0.99998
465,104,108,0,357,0,0.490566,1,0.490566,0,0.658228,0.182777,2.683962,0.999981
466,103,109,0,357,0,0.485849,1,0.485849,0,0.653968,0.181019,2.683962,0.999989
467,102,110,0,357,0,0.481132,1,0.481132,0,0.649682,0.179262,2.683962,0.999992
468,101,111,0,357,0,0.476415,1,0.476415,0,0.645367,0.177504,2.683962,0.999992
469,100,112,0,357,0,0.471698,1,0.471698,0,0.641026,0.175747,2.683962,0.999993
470,99,113,0,357,0,0.466981,1,0.466981,0,0.636656,0.173989,2.683962,0.999994
471,98,114,0,357,0,0.462264,1,0.462264,0,0.632258,0.172232,2.683962,0.999994
472,97,115,0,357,0,0.457547,1,0.457547,0,0.627832,0.170475,2.683962,0.999995
473,96,116,0,357,0,0.45283,1,0.45283,0,0.623377,0.168717,2.683962,0.999995
474,95,117,0,357,0,0.448113,1,0.448113,0,0.618893,0.16696,2.683962,0.999996
475,94,118,0,357,0,0.443396,1,0.443396,0,0.614379,0.165202,2.683962,0.999997
476,93,119,0,357,0,0.438679,1,0.438679,0,0.609836,0.163445,2.683962,0.999997
477,92,120,0,357,0,0.433962,1,0.433962,0,0.605263,0.161687,2.683962,0.999997
478,91,121,0,357,0,0.429245,1,0.429245,0,0.60066,0.15993,2.683962,0.999997
479,90,122,0,357,0,0.424528,1,0.424528,0,0.596026,0.158172,2.683962,0.999997
480,89,123,0,357,0,0.419811,1,0.419811,0,0.591362,0.156415,2.683962,0.999997
481,88,124,0,357,0,0.415094,1,0.415094,0,0.586667,0.154657,2.683962,0.999998
482,87,125,0,357,0,0.410377,1,0.410377,0,0.58194,0.1529,2.683962,0.999998
483,86,126,0,357,0,0.40566,1,0.40566,0,0.577181,0.151142,2.683962,0.999998
484,85,127,0,357,0,0.400943,1,0.400943,0,0.572391,0.149385,2.683962,0.999998
485,84,128,0,357,0,0.396226,1,0.396226,0,0.567568,0.147627,2.683962,0.999998
486,83,129,0,357,0,0.391509,1,0.391509,0,0.562712,0.14587,2.683962,0.999998
487,82,130,0,357,0,0.386792,1,0.386792,0,0.557823,0.144112,2.683962,0.999998
488,81,131,0,357,0,0.382075,1,0.382075,0,0.552901,0.142355,2.683962,0.999998
489,80,132,0,357,0,0.377358,1,0.377358,0,0.547945,0.140598,2.683962,0.999999
490,79,133,0,357,0,0.372642,1,0.372642,0,0.542955,0.13884,2.683962,0.999999
491,78,134,0,357,0,0.367925,1,0.367925,0,0.537931,0.137083,2.683962,0.999999
492,77,135,0,357,0,0.363208,1,0.363208,0,0.532872,0.135325,2.683962,0.999999
493,76,136,0,357,0,0.358491,1,0.358491,0,0.527778,0.133568,2.683962,0.999999
494,75,137,0,357,0,0.353774,1,0.353774,0,0.522648,0.13181,2.683962,0.999999
495,74,138,0,357,0,0.349057,1,0.349057,0,0.517483,0.130053,2.683962,0.999999
496,73,139,0,357,0,0.34434,1,0.34434,0,0.512281,0.128295,2.683962,0.999999
497,72,140,0,357,0,0.339623,1,0.339623,0,0.507042,0.126538,2.683962,1
498,71,141,0,357,0,0.334906,1,0.334906,0,0.501767,0.12478,2.683962,1
499,70,142,0,357,0,0.330189,1,0.330189,0,0.496454,0.123023,2.683962,1
500,69,143,0,357,0,0.325472,1,0.325472,0,0.491103,0.121265,2.683962,1
501,68,144,0,357,0,0.320755,1,0.320755,0,0.485714,0.119508,2.683962,1
502,67,145,0,357,0,0.316038,1,0.316038,0,0.480287,0.11775,2.683962,1
503,66,146,0,357,0,0.311321,1,0.311321,0,0.47482,0.115993,2.683962,1
504,65,147,0,357,0,0.306604,1,0.306604,0,0.469314,0.114236,2.683962,1
505,64,148,0,357,0,0.301887,1,0.301887,0,0.463768,0.112478,2.683962,1
506,63,149,0,357,0,0.29717,1,0.29717,0,0.458182,0.110721,2.683962,1
507,62,150,0,357,0,0.292453,1,0.292453,0,0.452555,0.108963,2.683962,1
508,61,151,0,357,0,0.287736,1,0.287736,0,0.446886,0.107206,2.683962,1
509,60,152,0,357,0,0.283019,1,0.283019,0,0.441176,0.105448,2.683962,1
510,59,153,0,357,0,0.278302,1,0.278302,0,0.435424,0.103691,2.683962,1
511,58,154,0,357,0,0.273585,1,0.273585,0,0.42963,0.101933,2.683962,1
512,57,155,0,357,0,0.268868,1,0.268868,0,0.423792,0.100176,2.683962,1
513,56,156,0,357,0,0.264151,1,0.264151,0,0.41791,0.098418,2.683962,1
514,55,157,0,357,0,0.259434,1,0.259434,0,0.411985,0.096661,2.683962,1
515,54,158,0,357,0,0.254717,1,0.254717,0,0.406015,0.094903,2.683962,1
516,53,159,0,357,0,0.25,1,0.25,0,0.4,0.093146,2.683962,1
517,52,160,0,357,0,0.245283,1,0.245283,0,0.393939,0.091388,2.683962,1
518,51,161,0,357,0,0.240566,1,0.240566,0,0.387833,0.089631,2.683962,1
519,50,162,0,357,0,0.235849,1,0.235849,0,0.381679,0.087873,2.683962,1
520,49,163,0,357,0,0.231132,1,0.231132,0,0.375479,0.086116,2.683962,1
521,48,164,0,357,0,0.226415,1,0.226415,0,0.369231,0.084359,2.683962,1
522,47,165,0,357,0,0.221698,1,0.221698,0,0.362934,0.082601,2.683962,1
523,46,166,0,357,0,0.216981,1,0.216981,0,0.356589,0.080844,2.683962,1
524,45,167,0,357,0,0.212264,1,0.212264,0,0.350195,0.079086,2.683962,1
525,44,168,0,357,0,0.207547,1,0.207547,0,0.34375,0.077329,2.683962,1
526,43,169,0,357,0,0.20283,1,0.20283,0,0.337255,0.075571,2.683962,1
527,42,170,0,357,0,0.198113,1,0.198113,0,0.330709,0.073814,2.683962,1
528,41,171,0,357,0,0.193396,1,0.193396,0,0.324111,0.072056,2.683962,1
529,40,172,0,357,0,0.188679,1,0.188679,0,0.31746,0.070299,2.683962,1
530,39,173,0,357,0,0.183962,1,0.183962,0,0.310757,0.068541,2.683962,1
531,38,174,0,357,0,0.179245,1,0.179245,0,0.304,0.066784,2.683962,1
532,37,175,0,357,0,0.174528,1,0.174528,0,0.297189,0.065026,2.683962,1
533,36,176,0,357,0,0.169811,1,0.169811,0,0.290323,0.063269,2.683962,1
534,35,177,0,357,0,0.165094,1,0.165094,0,0.283401,0.061511,2.683962,1
535,34,178,0,357,0,0.160377,1,0.160377,0,0.276423,0.059754,2.683962,1
536,33,179,0,357,0,0.15566,1,0.15566,0,0.269388,0.057996,2.683962,1
537,32,180,0,357,0,0.150943,1,0.150943,0,0.262295,0.056239,2.683962,1
538,31,181,0,357,0,0.146226,1,0.146226,0,0.255144,0.054482,2.683962,1
539,30,182,0,357,0,0.141509,1,0.141509,0,0.247934,0.052724,2.683962,1
540,29,183,0,357,0,0.136792,1,0.136792,0,0.240664,0.050967,2.683962,1
541,28,184,0,357,0,0.132075,1,0.132075,0,0.233333,0.049209,2.683962,1
542,27,185,0,357,0,0.127358,1,0.127358,0,0.225941,0.047452,2.683962,1
543,26,186,0,357,0,0.122642,1,0.122642,0,0.218487,0.045694,2.683962,1
544,25,187,0,357,0,0.117925,1,0.117925,0,0.21097,0.043937,2.683962,1
545,24,188,0,357,0,0.113208,1,0.113208,0,0.20339,0.042179,2.683962,1
546,23,189,0,357,0,0.108491,1,0.108491,0,0.195745,0.040422,2.683962,1
547,22,190,0,357,0,0.103774,1,0.103774,0,0.188034,0.038664,2.683962,1
548,21,191,0,357,0,0.099057,1,0.099057,0,0.180258,0.036907,2.683962,1
549,20,192,0,357,0,0.09434,1,0.09434,0,0.172414,0.035149,2.683962,1
