@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {''}
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric

@data

R_data_frame,9,9,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.856784,0.077274,0.189584,16.416316,38.926184,54.878503,8.954599,45.923904,0.962781,0.157098,0.805683,46.044522,0.807799,83.902657,1,22,0.114286,4,0.885714,31,0,0,0.846154,1,0.916667,0.865708,1,1,0.929825,0.04411,0.95589,0.070175,0.940621,0.929825,0.930622,0.865708,1,1,0.92803,0.929825,0.051,0,0.050051,0.000054,50.051,0.054,11029,144559,18524,100,61.403509,?,?,?
R_data_frame,9,10,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,513,56,54,2,0,96.428571,3.571429,0,0.92381,0.051418,0.158692,10.981898,32.778925,53.449128,6.593119,46.856009,0.954449,0.117734,0.836714,47.945852,0.856176,89.703713,0.952381,20,0.028571,1,0.971429,34,0.047619,1,0.952381,0.952381,0.952381,0.92381,0.998639,0.997835,0.964286,0.040476,0.959524,0.035714,0.964286,0.964286,0.964286,0.92381,0.998639,0.998692,0.961905,0.964286,0.049,0,0.048411,0.000049,48.411,0.049,11029,144836,18247,100,58.928571,?,?,?
R_data_frame,10,1,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,55,2,0,96.491228,3.508772,0,0.925974,0.045955,0.168091,9.762869,34.513119,54.878503,11.544889,43.333613,0.962781,0.202542,0.760239,49.782412,0.873376,90.713867,0.954545,21,0.028571,1,0.971429,34,0.045455,1,0.954545,0.954545,0.954545,0.925974,0.981818,0.982323,0.964912,0.038938,0.961062,0.035088,0.964912,0.964912,0.964912,0.925974,0.981818,0.984691,0.962987,0.964912,0.059,0,0.058186,0.000057,58.186,0.057,11029,144559,18524,98.245614,58.77193,?,?,?
R_data_frame,10,2,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,57,0,0,100,0,0,1,0.054616,0.11978,11.602701,24.593668,54.878503,5.257048,49.621454,0.962781,0.092229,0.870552,49.54085,0.869138,90.273691,1,22,0,0,1,35,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.047,0,0.047007,0.000051,47.007,0.051,11029,144559,18524,100,60.526316,?,?,?
R_data_frame,10,3,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,54,3,0,94.736842,5.263158,0,0.888016,0.078373,0.184814,16.792319,38.311085,54.123379,9.043759,45.07962,0.949533,0.158662,0.790871,45.538478,0.798921,84.138277,0.952381,20,0.055556,2,0.944444,34,0.047619,1,0.909091,0.952381,0.930233,0.888635,0.994709,0.992381,0.947368,0.050543,0.949457,0.052632,0.948462,0.947368,0.94761,0.888635,0.994709,0.995214,0.94399,0.947368,0.048,0,0.04836,0.000054,48.36,0.054,11029,144559,18524,100,64.035088,?,?,?
R_data_frame,10,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,57,0,0,100,0,0,1,0.023854,0.062118,5.110899,12.876702,54.123379,2.153874,51.969505,0.949533,0.037787,0.911746,51.969505,0.911746,96.020436,1,21,0,0,1,36,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.071,0,0.070065,0.000055,70.065,0.055,11029,144559,18524,100,57.894737,?,?,?
R_data_frame,10,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,51,6,0,89.473684,10.526316,0,0.782443,0.092492,0.215763,19.81729,44.726576,54.123379,11.23782,42.885559,0.949533,0.197155,0.752378,43.341622,0.760379,80.079298,0.952381,20,0.138889,5,0.861111,31,0.047619,1,0.8,0.952381,0.869565,0.790805,0.993386,0.990842,0.894737,0.081245,0.918755,0.105263,0.906579,0.894737,0.896218,0.790805,0.993386,0.994116,0.890665,0.894737,0.046,0,0.046593,0.000094,46.593,0.094,11029,144559,18524,100,60.526316,?,?,?
R_data_frame,10,6,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,54,3,0,94.736842,5.263158,0,0.888016,0.0669,0.162466,14.33407,33.678429,54.123379,7.251249,46.872131,0.949533,0.127215,0.822318,46.753386,0.820235,86.382977,0.952381,20,0.055556,2,0.944444,34,0.047619,1,0.909091,0.952381,0.930233,0.888635,0.994709,0.99153,0.947368,0.050543,0.949457,0.052632,0.948462,0.947368,0.94761,0.888635,0.994709,0.995008,0.94399,0.947368,0.051,0,0.050588,0.000109,50.588,0.109,11029,144559,18524,100,64.035088,?,?,?
R_data_frame,10,7,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.084736,0.207122,18.15562,42.935384,54.123379,10.439299,43.68408,0.949533,0.183146,0.766387,44.376693,0.778538,81.991727,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.993386,0.990113,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.993386,0.99393,0.92711,0.929825,0.045,0.001,0.044768,0.00005,44.768,0.05,11029,144559,18524,100,61.403509,?,?,?
R_data_frame,10,8,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,54,3,0,94.736842,5.263158,0,0.890173,0.082204,0.200436,17.613182,41.549516,54.123379,10.143776,43.979604,0.949533,0.177961,0.771572,44.991783,0.78933,83.128186,1,21,0.083333,3,0.916667,33,0,0,0.875,1,0.933333,0.895591,0.998677,0.997835,0.947368,0.030702,0.969298,0.052632,0.953947,0.947368,0.947979,0.895591,0.998677,0.998728,0.944928,0.947368,0.063,0,0.062662,0.000046,62.662,0.046,11029,144559,18524,100,61.403509,?,?,?
R_data_frame,10,9,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,55,2,0,96.491228,3.508772,0,0.92607,0.072476,0.151411,15.528687,31.38689,54.123379,7.297529,46.82585,0.949533,0.128027,0.821506,46.592623,0.817414,86.085945,1,21,0.055556,2,0.944444,34,0,0,0.913043,1,0.954545,0.928611,1,1,0.964912,0.020468,0.979532,0.035088,0.967963,0.964912,0.965208,0.928611,1,1,0.962987,0.964912,0.045,0,0.045305,0.000045,45.305,0.045,11029,144559,18524,100,64.035088,?,?,?
R_data_frame,10,10,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,513,56,54,2,0,96.428571,3.571429,0,0.925234,0.049812,0.171394,10.638876,35.402625,53.449128,7.521581,45.927547,0.954449,0.134314,0.820135,48.037333,0.85781,89.874867,1,21,0.057143,2,0.942857,33,0,0,0.913043,1,0.954545,0.927831,1,1,0.964286,0.021429,0.978571,0.035714,0.967391,0.964286,0.964572,0.927831,1,1,0.962567,0.964286,0.059,0,0.058901,0.000044,58.901,0.044,11029,144836,18247,100,58.035714,?,?,?
R_data_frame,1,1,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,50,7,0,87.719298,12.280702,0,0.748582,0.167676,0.281937,35.926328,58.444167,54.123379,20.632175,33.491204,0.949533,0.361968,0.587565,35.287658,0.619082,65.198549,0.952381,20,0.166667,6,0.833333,30,0.047619,1,0.769231,0.952381,0.851064,0.760953,0.974868,0.974368,0.877193,0.091479,0.908521,0.122807,0.894606,0.877193,0.879143,0.760953,0.974868,0.979053,0.873293,0.877193,0.046,0,0.045053,0.000052,45.053,0.052,11029,144559,18524,100,76.315789,?,?,?
R_data_frame,1,2,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.107046,0.233197,22.935835,48.340615,54.123379,13.786831,40.336548,0.949533,0.241874,0.707659,42.126409,0.73906,77.834033,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.990741,0.985455,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.990741,0.991369,0.92711,0.929825,0.048,0,0.047461,0.000052,47.461,0.052,11029,144559,18524,100,63.157895,?,?,?
R_data_frame,1,3,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,51,6,0,89.473684,10.526316,0,0.786517,0.140491,0.277237,30.101782,57.470036,54.123379,18.819359,35.304021,0.949533,0.330164,0.619369,38.048981,0.667526,70.300453,1,21,0.166667,6,0.833333,30,0,0,0.777778,1,0.875,0.805076,0.996032,0.993592,0.894737,0.061404,0.938596,0.105263,0.918129,0.894737,0.896531,0.805076,0.996032,0.996228,0.892045,0.894737,0.057,0,0.056865,0.000052,56.865,0.052,11029,144559,18524,100,69.298246,?,?,?
R_data_frame,1,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.09084,0.207763,19.463409,43.068259,54.123379,11.921662,42.201717,0.949533,0.209152,0.740381,44.086391,0.773445,81.455356,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.998677,0.997835,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.998677,0.998728,0.92711,0.929825,0.049,0,0.048202,0.000048,48.202,0.048,11029,144559,18524,100,64.912281,?,?,?
R_data_frame,1,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.849206,0.063999,0.218569,13.712393,45.308354,54.123379,14.307465,39.815915,0.949533,0.251008,0.698525,46.532866,0.816366,85.975537,0.904762,19,0.055556,2,0.944444,34,0.095238,2,0.904762,0.904762,0.904762,0.849206,0.984127,0.979004,0.929825,0.080618,0.919382,0.070175,0.929825,0.929825,0.929825,0.849206,0.984127,0.986114,0.924603,0.929825,0.06,0,0.059063,0.00005,59.063,0.05,11029,144559,18524,98.245614,54.385965,?,?,?
R_data_frame,1,6,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,56,1,0,98.245614,1.754386,0,0.962672,0.081082,0.159061,17.372614,32.972642,54.123379,8.143403,45.979976,0.949533,0.142867,0.806666,45.708566,0.801905,84.452536,1,21,0.027778,1,0.972222,35,0,0,0.954545,1,0.976744,0.963343,0.998677,0.997835,0.982456,0.010234,0.989766,0.017544,0.983254,0.982456,0.982537,0.963343,0.998677,0.998728,0.98133,0.982456,0.051,0,0.05039,0.000051,50.39,0.051,11029,144559,18524,100,67.54386,?,?,?
R_data_frame,1,7,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.1248,0.235232,26.739691,48.762488,54.123379,15.112516,39.010864,0.949533,0.265132,0.684401,40.410784,0.708961,74.664192,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.998677,0.997835,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.998677,0.998728,0.92711,0.929825,0.048,0,0.047831,0.00005,47.831,0.05,11029,144559,18524,100,68.421053,?,?,?
R_data_frame,1,8,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,55,2,0,96.491228,3.508772,0,0.925974,0.04907,0.154142,10.424505,31.649171,54.878503,6.444722,48.43378,0.962781,0.113065,0.849715,49.598938,0.870157,90.37954,0.954545,21,0.028571,1,0.971429,34,0.045455,1,0.954545,0.954545,0.954545,0.925974,0.998701,0.998024,0.964912,0.038938,0.961062,0.035088,0.964912,0.964912,0.964912,0.925974,0.998701,0.99875,0.962987,0.964912,0.063,0,0.063154,0.000047,63.154,0.047,11029,144559,18524,100,57.017544,?,?,?
R_data_frame,1,9,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,52,5,0,91.22807,8.77193,0,0.82243,0.128028,0.265438,27.198555,54.500882,54.878503,17.386369,37.492134,0.962781,0.305024,0.657757,40.177752,0.704873,73.212187,1,22,0.142857,5,0.857143,30,0,0,0.814815,1,0.897959,0.835711,1,1,0.912281,0.055138,0.944862,0.087719,0.928525,0.912281,0.913382,0.835711,1,1,0.910518,0.912281,0.055,0,0.055031,0.000046,55.031,0.046,11029,144559,18524,100,66.666667,?,?,?
R_data_frame,1,10,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,513,56,55,1,0,98.214286,1.785714,0,0.962264,0.111351,0.194477,23.782547,40.170626,53.449128,11.52879,41.920338,0.954449,0.205871,0.748577,42.242759,0.754335,79.033579,1,21,0.028571,1,0.971429,34,0,0,0.954545,1,0.976744,0.96295,0.998639,0.997835,0.982143,0.010714,0.989286,0.017857,0.982955,0.982143,0.982221,0.96295,0.998639,0.998692,0.981126,0.982143,0.047,0.001,0.046931,0.000053,46.931,0.053,11029,144836,18247,100,70.535714,?,?,?
R_data_frame,2,1,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,56,1,0,98.245614,1.754386,0,0.962672,0.078033,0.154927,16.71932,32.115662,54.123379,7.824371,46.299008,0.949533,0.13727,0.812263,46.156413,0.809762,85.279992,1,21,0.027778,1,0.972222,35,0,0,0.954545,1,0.976744,0.963343,1,1,0.982456,0.010234,0.989766,0.017544,0.983254,0.982456,0.982537,0.963343,1,1,0.98133,0.982456,0.052,0,0.050902,0.000052,50.902,0.052,11029,144559,18524,100,64.912281,?,?,?
R_data_frame,2,2,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,51,6,0,89.473684,10.526316,0,0.77821,0.116142,0.266688,24.884748,55.283093,54.123379,17.202494,36.920885,0.949533,0.301798,0.647735,40.351551,0.707922,74.554752,0.904762,19,0.111111,4,0.888889,32,0.095238,2,0.826087,0.904762,0.863636,0.780346,0.981481,0.976703,0.894737,0.101086,0.898914,0.105263,0.898775,0.894737,0.895625,0.780346,0.981481,0.984106,0.888961,0.894737,0.062,0,0.061483,0.000047,61.483,0.047,11029,144559,18524,100,63.157895,?,?,?
R_data_frame,2,3,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,55,2,0,96.491228,3.508772,0,0.92607,0.080065,0.179064,17.154765,37.11921,54.123379,9.122928,45.000451,0.949533,0.160051,0.789482,45.549501,0.799114,84.158642,1,21,0.055556,2,0.944444,34,0,0,0.913043,1,0.954545,0.928611,1,1,0.964912,0.020468,0.979532,0.035088,0.967963,0.964912,0.965208,0.928611,1,1,0.962987,0.964912,0.051,0,0.050968,0.000049,50.968,0.049,11029,144559,18524,100,64.912281,?,?,?
R_data_frame,2,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,52,5,0,91.22807,8.77193,0,0.820416,0.131339,0.248574,28.140784,51.528321,54.123379,16.490721,37.632658,0.949533,0.289311,0.660222,39.794498,0.698149,73.525523,1,21,0.138889,5,0.861111,31,0,0,0.807692,1,0.893617,0.833974,0.992063,0.987836,0.912281,0.05117,0.94883,0.087719,0.92915,0.912281,0.913674,0.833974,0.992063,0.992672,0.909495,0.912281,0.044,0.001,0.044048,0.000048,44.048,0.048,11029,144559,18524,100,71.929825,?,?,?
R_data_frame,2,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.85214,0.093613,0.224654,20.05759,46.569632,54.123379,13.113033,41.010346,0.949533,0.230053,0.71948,43.661035,0.765983,80.669455,0.952381,20,0.083333,3,0.916667,33,0.047619,1,0.869565,0.952381,0.909091,0.854478,0.990741,0.985183,0.929825,0.060777,0.939223,0.070175,0.933369,0.929825,0.930417,0.854478,0.990741,0.991305,0.925974,0.929825,0.064,0.001,0.064088,0.000052,64.088,0.052,11029,144559,18524,100,63.157895,?,?,?
R_data_frame,2,6,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,52,5,0,91.22807,8.77193,0,0.820416,0.10531,0.228824,22.563848,47.434107,54.123379,13.741137,40.382242,0.949533,0.241073,0.70846,42.314071,0.742352,78.180762,1,21,0.138889,5,0.861111,31,0,0,0.807692,1,0.893617,0.833974,1,1,0.912281,0.05117,0.94883,0.087719,0.92915,0.912281,0.913674,0.833974,1,1,0.909495,0.912281,0.054,0,0.053254,0.000049,53.254,0.049,11029,144559,18524,100,64.912281,?,?,?
R_data_frame,2,7,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,55,2,0,96.491228,3.508772,0,0.92607,0.08727,0.205885,18.698534,42.679086,54.123379,11.173943,42.949436,0.949533,0.196034,0.753499,44.59893,0.782437,82.402338,1,21,0.055556,2,0.944444,34,0,0,0.913043,1,0.954545,0.928611,0.992063,0.986995,0.964912,0.020468,0.979532,0.035088,0.967963,0.964912,0.965208,0.928611,0.992063,0.992474,0.962987,0.964912,0.053,0,0.052322,0.000048,52.322,0.048,11029,144559,18524,100,61.403509,?,?,?
R_data_frame,2,8,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,51,6,0,89.473684,10.526316,0,0.788628,0.115049,0.242917,24.441389,49.876711,54.878503,14.702019,40.176484,0.962781,0.25793,0.704851,41.738503,0.732254,76.056198,1,22,0.171429,6,0.828571,29,0,0,0.785714,1,0.88,0.806858,1,1,0.894737,0.066165,0.933835,0.105263,0.917293,0.894737,0.896118,0.806858,1,1,0.893125,0.894737,0.046,0,0.045574,0.000046,45.574,0.046,11029,144559,18524,100,68.421053,?,?,?
R_data_frame,2,9,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,54,3,0,94.736842,5.263158,0,0.889891,0.058437,0.182734,12.414505,37.519794,54.878503,10.155259,44.723244,0.962781,0.178162,0.784618,48.255283,0.846584,87.931123,0.954545,21,0.057143,2,0.942857,33,0.045455,1,0.913043,0.954545,0.933333,0.890491,0.983117,0.983117,0.947368,0.049966,0.950034,0.052632,0.948378,0.947368,0.947572,0.890491,0.983117,0.98576,0.944928,0.947368,0.046,0,0.045913,0.000046,45.913,0.046,11029,144559,18524,98.245614,56.140351,?,?,?
R_data_frame,2,10,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,513,56,54,2,0,96.428571,3.571429,0,0.925234,0.071264,0.194529,15.220792,40.181323,53.449128,10.024408,43.42472,0.954449,0.179007,0.775441,45.7367,0.816727,85.570527,1,21,0.057143,2,0.942857,33,0,0,0.913043,1,0.954545,0.927831,1,1,0.964286,0.021429,0.978571,0.035714,0.967391,0.964286,0.964572,0.927831,1,1,0.962567,0.964286,0.049,0.001,0.048334,0.000054,48.334,0.054,11029,144836,18247,100,61.607143,?,?,?
R_data_frame,3,1,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,54,3,0,94.736842,5.263158,0,0.890173,0.078312,0.185159,16.7792,38.382609,54.123379,9.529191,44.594188,0.949533,0.167179,0.782354,45.661441,0.801078,84.365466,1,21,0.083333,3,0.916667,33,0,0,0.875,1,0.933333,0.895591,1,1,0.947368,0.030702,0.969298,0.052632,0.953947,0.947368,0.947979,0.895591,1,1,0.944928,0.947368,0.053,0,0.051884,0.00005,51.884,0.05,11029,144559,18524,100,64.035088,?,?,?
R_data_frame,3,2,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,49,8,0,85.964912,14.035088,0,0.720588,0.157537,0.311467,33.754041,64.565667,54.123379,23.218269,30.90511,0.949533,0.407338,0.542195,35.652387,0.62548,65.872434,1,21,0.222222,8,0.777778,28,0,0,0.724138,1,0.84,0.750479,0.996032,0.994048,0.859649,0.081871,0.918129,0.140351,0.898367,0.859649,0.862105,0.750479,0.996032,0.996344,0.8575,0.859649,0.05,0,0.049608,0.000049,49.608,0.049,11029,144559,18524,100,64.912281,?,?,?
R_data_frame,3,3,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,54,3,0,94.736842,5.263158,0,0.890173,0.114416,0.238257,24.514829,49.389546,54.123379,15.619561,38.503818,0.949533,0.274027,0.675506,41.543298,0.72883,76.756661,1,21,0.083333,3,0.916667,33,0,0,0.875,1,0.933333,0.895591,0.997354,0.995568,0.947368,0.030702,0.969298,0.052632,0.953947,0.947368,0.947979,0.895591,0.997354,0.997444,0.944928,0.947368,0.052,0,0.05113,0.000064,51.13,0.064,11029,144559,18524,100,69.298246,?,?,?
R_data_frame,3,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.85214,0.08047,0.200502,17.241488,41.563083,54.123379,9.99287,44.130509,0.949533,0.175314,0.774219,45.060975,0.790543,83.256027,0.952381,20,0.083333,3,0.916667,33,0.047619,1,0.869565,0.952381,0.909091,0.854478,0.994709,0.99178,0.929825,0.060777,0.939223,0.070175,0.933369,0.929825,0.930417,0.854478,0.994709,0.99506,0.925974,0.929825,0.054,0,0.054494,0.000049,54.494,0.049,11029,144559,18524,100,61.403509,?,?,?
R_data_frame,3,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-110658209263002404,20221031.1612,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.113869,0.237126,24.397621,49.155164,54.123379,14.22123,39.902149,0.949533,0.249495,0.700038,41.329025,0.725071,76.360762,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.994709,0.992381,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.994709,0.995214,0.92711,0.929825,0.051,0,0.050384,0.000047,50.384,0.047,11029,144559,18524,100,67.54386,?,?,?
