@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {''}
@attribute measureOutOfBagError numeric

@data

R_data_frame,9,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,56,1,0,98.245614,1.754386,0,0.962672,0.068947,0.139856,14.772707,28.991456,54.123379,6.782198,47.341182,0.949533,0.118986,0.830547,47.209913,0.828244,87.22647,1,21,0.027778,1,0.972222,35,0,0,0.954545,1,0.976744,0.963343,1,1,0.982456,0.010234,0.989766,0.017544,0.983254,0.982456,0.982537,0.963343,1,1,0.98133,0.982456,0.035,0.001,0.035616,0.000494,35.616,0.494,211245,144559,18524,100,62.280702,?,?
R_data_frame,9,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,54,3,0,94.736842,5.263158,0,0.888016,0.12,0.234857,25.711277,48.684794,54.123379,15.493501,38.629878,0.949533,0.271816,0.677717,41.248442,0.723657,76.211874,0.952381,20,0.055556,2,0.944444,34,0.047619,1,0.909091,0.952381,0.930233,0.888635,0.980159,0.962277,0.947368,0.050543,0.949457,0.052632,0.948462,0.947368,0.94761,0.888635,0.980159,0.978653,0.94399,0.947368,0.037,0.001,0.036669,0.000395,36.669,0.395,205096,144559,18524,100,70.175439,?,?
R_data_frame,9,6,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,57,0,0,100,0,0,1,0.072456,0.132645,15.524499,27.49672,54.123379,6.899664,47.223715,0.949533,0.121047,0.828486,47.109752,0.826487,87.041409,1,21,0,0,1,36,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.037,0.001,0.037092,0.000573,37.092,0.573,219453,144559,18524,100,64.035088,?,?
R_data_frame,9,7,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,54,3,0,94.736842,5.263158,0,0.890173,0.08614,0.194985,18.456487,40.419557,54.123379,9.957066,44.166313,0.949533,0.174685,0.774848,44.57048,0.781938,82.349774,1,21,0.083333,3,0.916667,33,0,0,0.875,1,0.933333,0.895591,1,1,0.947368,0.030702,0.969298,0.052632,0.953947,0.947368,0.947979,0.895591,1,1,0.944928,0.947368,0.037,0,0.036661,0.000506,36.661,0.506,215600,144559,18524,100,63.157895,?,?
R_data_frame,9,8,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,56,1,0,98.245614,1.754386,0,0.963297,0.075789,0.158103,16.100935,32.462347,54.878503,8.090956,46.787546,0.962781,0.141947,0.820834,47.203227,0.828127,86.014057,1,22,0.028571,1,0.971429,34,0,0,0.956522,1,0.977778,0.963946,0.998701,0.998024,0.982456,0.011028,0.988972,0.017544,0.983219,0.982456,0.982524,0.963946,0.998701,0.99875,0.981643,0.982456,0.037,0.001,0.037562,0.000505,37.562,0.505,220381,144559,18524,100,68.421053,?,?
R_data_frame,9,9,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,55,2,0,96.491228,3.508772,0,0.927203,0.090175,0.16729,19.157131,34.348718,54.878503,9.1115,45.767002,0.962781,0.159851,0.80293,45.589702,0.799819,83.073881,1,22,0.057143,2,0.942857,33,0,0,0.916667,1,0.956522,0.92967,1,1,0.964912,0.022055,0.977945,0.035088,0.967836,0.964912,0.965159,0.92967,1,1,0.963555,0.964912,0.039,0,0.037978,0.000512,37.978,0.512,222378,144559,18524,100,67.54386,?,?
R_data_frame,9,10,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,513,56,53,3,0,94.642857,5.357143,0,0.886792,0.096071,0.199598,20.519144,41.228327,53.449128,10.845815,42.603313,0.954449,0.193675,0.760773,43.355082,0.774198,81.114667,0.952381,20,0.057143,2,0.942857,33,0.047619,1,0.909091,0.952381,0.930233,0.887425,0.988435,0.983447,0.946429,0.05119,0.94881,0.053571,0.947527,0.946429,0.946663,0.887425,0.988435,0.989077,0.943377,0.946429,0.037,0,0.03697,0.000502,36.97,0.502,209162,144836,18247,100,67.857143,?,?
R_data_frame,10,1,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,55,2,0,96.491228,3.508772,0,0.925974,0.097368,0.200442,20.685229,41.155718,54.878503,12.99442,41.884082,0.962781,0.227972,0.734808,44.668434,0.783657,81.39514,0.954545,21,0.028571,1,0.971429,34,0.045455,1,0.954545,0.954545,0.954545,0.925974,0.982468,0.982323,0.964912,0.038938,0.961062,0.035088,0.964912,0.964912,0.964912,0.925974,0.982468,0.984712,0.962987,0.964912,0.037,0,0.036626,0.0005,36.626,0.5,204292,144559,18524,98.245614,64.912281,?,?
R_data_frame,10,2,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,57,0,0,100,0,0,1,0.051228,0.107066,10.88304,21.983282,54.878503,4.81892,50.059583,0.962781,0.084542,0.878238,50.032726,0.877767,91.169991,1,22,0,0,1,35,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.038,0.001,0.037891,0.000506,37.891,0.506,218588,144559,18524,100,60.526316,?,?
R_data_frame,10,3,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,55,2,0,96.491228,3.508772,0,0.924603,0.097193,0.210621,20.824631,43.660845,54.123379,12.959863,41.163516,0.949533,0.227366,0.722167,43.901255,0.770197,81.113294,0.952381,20,0.027778,1,0.972222,35,0.047619,1,0.952381,0.952381,0.952381,0.924603,0.982143,0.973113,0.964912,0.040309,0.959691,0.035088,0.964912,0.964912,0.964912,0.924603,0.982143,0.983248,0.962302,0.964912,0.038,0,0.037128,0.000465,37.128,0.465,204983,144559,18524,100,66.666667,?,?
R_data_frame,10,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,57,0,0,100,0,0,1,0.051579,0.093151,11.051338,19.30986,54.123379,4.662596,49.460783,0.949533,0.0818,0.867733,49.460783,0.867733,91.385245,1,21,0,0,1,36,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.037,0.001,0.037544,0.0005,37.544,0.5,226757,144559,18524,100,63.157895,?,?
R_data_frame,10,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,54,3,0,94.736842,5.263158,0,0.888016,0.114561,0.234158,24.546,48.539794,54.123379,17.154655,36.968724,0.949533,0.300959,0.648574,41.59182,0.729681,76.846311,0.952381,20,0.055556,2,0.944444,34,0.047619,1,0.909091,0.952381,0.930233,0.888635,0.968915,0.970274,0.947368,0.050543,0.949457,0.052632,0.948462,0.947368,0.94761,0.888635,0.968915,0.971042,0.94399,0.947368,0.037,0.001,0.036929,0.000607,36.929,0.607,196260,144559,18524,98.245614,64.912281,?,?
R_data_frame,10,6,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.112982,0.208579,24.207693,43.237482,54.123379,12.337236,41.786143,0.949533,0.216443,0.73309,42.020054,0.737194,77.637528,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.997354,0.995568,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.997354,0.997444,0.92711,0.929825,0.039,0,0.038276,0.000448,38.276,0.448,213491,144559,18524,100,70.175439,?,?
R_data_frame,10,7,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.85214,0.082281,0.181006,17.629516,37.521689,54.123379,9.062507,45.060872,0.949533,0.158991,0.790542,45.157346,0.792234,83.434084,0.952381,20,0.083333,3,0.916667,33,0.047619,1,0.869565,0.952381,0.909091,0.854478,0.993386,0.989719,0.929825,0.060777,0.939223,0.070175,0.933369,0.929825,0.930417,0.854478,0.993386,0.993839,0.925974,0.929825,0.036,0.001,0.036369,0.000477,36.369,0.477,211973,144559,18524,100,63.157895,?,?
R_data_frame,10,8,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.123333,0.229679,26.425479,47.611467,54.123379,14.077646,40.045733,0.949533,0.246976,0.702557,40.553513,0.711465,74.927903,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.99537,0.989512,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.99537,0.993798,0.92711,0.929825,0.036,0.001,0.036425,0.000459,36.425,0.459,209362,144559,18524,100,67.54386,?,?
R_data_frame,10,9,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.109123,0.219521,23.380723,45.505678,54.123379,12.688168,41.435211,0.949533,0.222599,0.726934,41.960112,0.736142,77.526778,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.998677,0.997835,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.998677,0.998728,0.92711,0.929825,0.035,0.001,0.035406,0.000445,35.406,0.445,210241,144559,18524,100,68.421053,?,?
R_data_frame,10,10,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 5.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,513,56,53,3,0,94.642857,5.357143,0,0.886792,0.065714,0.170671,14.0354,35.25328,53.449128,7.515434,45.933694,0.954449,0.134204,0.820245,46.254204,0.825968,86.538744,0.952381,20,0.057143,2,0.942857,33,0.047619,1,0.909091,0.952381,0.930233,0.887425,0.995918,0.993592,0.946429,0.05119,0.94881,0.053571,0.947527,0.946429,0.946663,0.887425,0.995918,0.996121,0.943377,0.946429,0.038,0,0.037003,0.00037,37.003,0.37,216541,144836,18247,100,60.714286,?,?
R_data_frame,1,1,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,55,2,0,96.491228,3.508772,0,0.92607,0.119123,0.20785,25.523329,43.086398,54.123379,12.602485,41.520894,0.949533,0.221096,0.728437,41.484685,0.727801,76.648365,1,21,0.055556,2,0.944444,34,0,0,0.913043,1,0.954545,0.928611,0.994709,0.99153,0.964912,0.020468,0.979532,0.035088,0.967963,0.964912,0.965208,0.928611,0.994709,0.995008,0.962987,0.964912,0.03,0.001,0.030363,0.000485,30.363,0.485,177749,144559,18524,100,70.175439,?,?
R_data_frame,1,2,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,54,3,0,94.736842,5.263158,0,0.888016,0.1,0.195152,21.426064,40.454047,54.123379,10.942008,43.181371,0.949533,0.191965,0.757568,43.503152,0.763213,80.377746,0.952381,20,0.055556,2,0.944444,34,0.047619,1,0.909091,0.952381,0.930233,0.888635,0.990079,0.985828,0.947368,0.050543,0.949457,0.052632,0.948462,0.947368,0.94761,0.888635,0.990079,0.990705,0.94399,0.947368,0.03,0,0.030131,0.000442,30.131,0.442,183383,144559,18524,100,64.912281,?,?
R_data_frame,1,3,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,50,7,0,87.719298,12.280702,0,0.753247,0.14807,0.256406,31.725611,53.151692,54.123379,16.930157,37.193223,0.949533,0.29702,0.652513,37.462788,0.657242,69.217385,1,21,0.194444,7,0.805556,29,0,0,0.75,1,0.857143,0.777282,0.992725,0.986995,0.877193,0.071637,0.928363,0.122807,0.907895,0.877193,0.879352,0.777282,0.992725,0.992474,0.874725,0.877193,0.03,0,0.029599,0.000461,29.599,0.461,183760,144559,18524,100,70.175439,?,?
R_data_frame,1,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,51,6,0,89.473684,10.526316,0,0.786517,0.13,0.242346,27.853883,50.23719,54.123379,15.297413,38.825966,0.949533,0.268376,0.681157,39.635585,0.695361,73.231911,1,21,0.166667,6,0.833333,30,0,0,0.777778,1,0.875,0.805076,1,1,0.894737,0.061404,0.938596,0.105263,0.918129,0.894737,0.896531,0.805076,1,1,0.892045,0.894737,0.031,0,0.030269,0.000358,30.269,0.358,185793,144559,18524,100,72.807018,?,?
R_data_frame,1,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,52,5,0,91.22807,8.77193,0,0.81336,0.088421,0.209234,18.945151,43.373269,54.123379,12.713144,41.410236,0.949533,0.223038,0.726495,44.161782,0.774768,81.594651,0.904762,19,0.083333,3,0.916667,33,0.095238,2,0.863636,0.904762,0.883721,0.813927,0.974206,0.968662,0.912281,0.090852,0.909148,0.087719,0.913671,0.912281,0.912683,0.813927,0.974206,0.97666,0.906649,0.912281,0.031,0,0.031094,0.00051,31.094,0.51,174134,144559,18524,98.245614,64.035088,?,?
R_data_frame,1,6,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.091228,0.185699,19.546585,38.494585,54.123379,9.914464,44.208915,0.949533,0.173938,0.775595,44.260871,0.776507,81.77773,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,0.998677,0.997835,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,0.998677,0.998728,0.92711,0.929825,0.031,0.001,0.031788,0.000457,31.788,0.457,185881,144559,18524,100,67.54386,?,?
R_data_frame,1,7,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,54,3,0,94.736842,5.263158,0,0.890173,0.121579,0.233865,26.049583,48.479184,54.123379,15.251103,38.872277,0.949533,0.267563,0.68197,41.04997,0.720175,75.845172,1,21,0.083333,3,0.916667,33,0,0,0.875,1,0.933333,0.895591,0.996032,0.993592,0.947368,0.030702,0.969298,0.052632,0.953947,0.947368,0.947979,0.895591,0.996032,0.996228,0.944928,0.947368,0.031,0,0.03084,0.000477,30.84,0.477,188604,144559,18524,100,71.929825,?,?
R_data_frame,1,8,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.854406,0.084912,0.215015,18.039011,44.147869,54.878503,13.52418,41.354323,0.962781,0.237266,0.725514,45.322562,0.795133,82.587097,0.954545,21,0.085714,3,0.914286,32,0.045455,1,0.875,0.954545,0.913043,0.856679,0.979221,0.980861,0.929825,0.060993,0.939007,0.070175,0.933147,0.929825,0.930318,0.856679,0.979221,0.982726,0.92711,0.929825,0.031,0,0.030229,0.00046,30.229,0.46,175477,144559,18524,98.245614,60.526316,?,?
R_data_frame,1,9,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,51,6,0,89.473684,10.526316,0,0.788628,0.128947,0.246124,27.393953,50.535313,54.878503,15.516023,39.36248,0.962781,0.272211,0.69057,40.379007,0.708404,73.578915,1,22,0.171429,6,0.828571,29,0,0,0.785714,1,0.88,0.806858,0.998701,0.998024,0.894737,0.066165,0.933835,0.105263,0.917293,0.894737,0.896118,0.806858,0.998701,0.99875,0.893125,0.894737,0.031,0.001,0.030427,0.000454,30.427,0.454,184438,144559,18524,100,70.175439,?,?
R_data_frame,1,10,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,513,56,55,1,0,98.214286,1.785714,0,0.962264,0.091429,0.151469,19.527512,31.286983,53.449128,8.63072,44.818408,0.954449,0.15412,0.800329,44.547421,0.79549,83.345458,1,21,0.028571,1,0.971429,34,0,0,0.954545,1,0.976744,0.96295,1,1,0.982143,0.010714,0.989286,0.017857,0.982955,0.982143,0.982221,0.96295,1,1,0.981126,0.982143,0.033,0,0.033404,0.000491,33.404,0.491,193374,144836,18247,100,73.214286,?,?
R_data_frame,2,1,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,57,0,0,100,0,0,1,0.069123,0.120961,14.810297,25.074662,54.123379,6.480887,47.642492,0.949533,0.1137,0.835833,47.549433,0.834201,87.853777,1,21,0,0,1,36,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.032,0.001,0.032493,0.000521,32.493,0.521,188680,144559,18524,100,69.298246,?,?
R_data_frame,2,2,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.854962,0.112982,0.20439,24.207693,42.369175,54.123379,11.950233,42.173146,0.949533,0.209653,0.73988,42.021827,0.737225,77.640805,1,21,0.111111,4,0.888889,32,0,0,0.84,1,0.913043,0.864099,1,1,0.929825,0.040936,0.959064,0.070175,0.941053,0.929825,0.930812,0.864099,1,1,0.92711,0.929825,0.033,0.001,0.032731,0.000505,32.731,0.505,185341,144559,18524,100,67.54386,?,?
R_data_frame,2,3,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,54,3,0,94.736842,5.263158,0,0.888016,0.120877,0.212558,25.899225,44.06218,54.123379,13.385734,40.737645,0.949533,0.234837,0.714696,41.487063,0.727843,76.652759,0.952381,20,0.055556,2,0.944444,34,0.047619,1,0.909091,0.952381,0.930233,0.888635,0.993386,0.989399,0.947368,0.050543,0.949457,0.052632,0.948462,0.947368,0.94761,0.888635,0.993386,0.993756,0.94399,0.947368,0.032,0.001,0.031962,0.000411,31.962,0.411,183220,144559,18524,100,71.929825,?,?
R_data_frame,2,4,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,51,6,0,89.473684,10.526316,0,0.786517,0.132632,0.252524,28.417727,52.347064,54.123379,16.294042,37.829337,0.949533,0.28586,0.663673,39.272581,0.688993,72.561214,1,21,0.166667,6,0.833333,30,0,0,0.777778,1,0.875,0.805076,0.989418,0.984631,0.894737,0.061404,0.938596,0.105263,0.918129,0.894737,0.896531,0.805076,0.989418,0.990444,0.892045,0.894737,0.03,0.001,0.030069,0.000427,30.069,0.427,181288,144559,18524,100,69.298246,?,?
R_data_frame,2,5,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,49,8,0,85.964912,14.035088,0,0.715356,0.141579,0.274044,30.334796,56.807996,54.123379,19.060263,35.063116,0.949533,0.334391,0.615142,37.814393,0.66341,69.867022,0.952381,20,0.194444,7,0.805556,29,0.047619,1,0.740741,0.952381,0.833333,0.732236,0.965608,0.964067,0.859649,0.101713,0.898287,0.140351,0.883431,0.859649,0.862041,0.732236,0.965608,0.970836,0.856061,0.859649,0.028,0.001,0.028657,0.000386,28.657,0.386,171662,144559,18524,98.245614,70.175439,?,?
R_data_frame,2,6,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,52,5,0,91.22807,8.77193,0,0.820416,0.131404,0.23196,28.1546,48.084143,54.123379,14.862299,39.261081,0.949533,0.260742,0.688791,39.941772,0.700733,73.797632,1,21,0.138889,5,0.861111,31,0,0,0.807692,1,0.893617,0.833974,0.992063,0.987836,0.912281,0.05117,0.94883,0.087719,0.92915,0.912281,0.913674,0.833974,0.992063,0.992672,0.909495,0.912281,0.028,0.001,0.027821,0.000419,27.821,0.419,177648,144559,18524,100,71.052632,?,?
R_data_frame,2,7,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,52,5,0,91.22807,8.77193,0,0.816956,0.108772,0.219705,23.305543,45.543766,54.123379,13.017193,41.106187,0.949533,0.228372,0.721161,42.035753,0.737469,77.666534,0.952381,20,0.111111,4,0.888889,32,0.047619,1,0.833333,0.952381,0.888889,0.821928,0.990741,0.98715,0.912281,0.071011,0.928989,0.087719,0.919458,0.912281,0.913298,0.821928,0.990741,0.991758,0.908213,0.912281,0.031,0,0.029573,0.000341,29.573,0.341,182781,144559,18524,100,68.421053,?,?
R_data_frame,2,8,weka.classifiers.meta.CostSensitiveClassifier,'-cost-matrix \"[0.0 10.0; 1.0 0.0]\" -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-110658209263002404,20221031.1623,512,57,53,4,0,92.982456,7.017544,0,0.856784,0.094737,0.199622,20.126169,40.987343,54.878503,10.627752,44.250751,0.962781,0.186452,0.776329,44.215571,0.775712,80.56993,1,22,0.114286,4,0.885714,31,0,0,0.846154,1,0.916667,0.865708,1,1,0.929825,0.04411,0.95589,0.070175,0.940621,0.929825,0.930622,0.865708,1,1,0.92803,0.929825,0.03,0.001,0.030173,0.000471,30.173,0.471,186133,144559,18524,100,64.912281,?,?
